,id,success,conc_max,min_distance,t_sim,ctm_x,ctm_y,com_distance,var,jaccard_sim,wass,NWD,similarity,Spearman,Pearson
46,46,True,0.6144442611778559,56012.49964405987,213.91666666666666,1829.7317165,2788.42870343,80.62677471741478,281513.1595325829,0.8317757009345794,119.30923634635762,0.7364447087802437,0.7841102048574116,0.950721831680458,0.29521950673911085
47,47,True,0.7451631494307964,60113.53434836157,244.33333333333331,1803.19482929,2453.49788948,55.94745284219912,272750.7917202667,0.8434782608695652,98.63454559587963,0.7765384727402228,0.8100083668048941,0.9383306105826527,0.3046963055216122
48,48,True,0.5348534090150561,65638.35103898065,244.33333333333331,1634.04169725,2403.11298645,71.73317505327766,279305.7301170755,0.8504672897196262,114.03968828899218,0.746462828847221,0.7984650592834236,0.9423311790827947,0.2986923812031123
49,49,True,0.6392560428150262,63764.550418292776,244.33333333333331,1703.45524068,2262.31334044,58.42895053449696,279195.1426889877,0.8532110091743119,100.70911941166635,0.7724187055267497,0.8128148573505308,0.9446246976561743,0.3017611240173931
50,50,True,0.8159181688192176,54128.21576835692,183.5,2011.8216247,2950.46369633,453.6963957330209,85549.3044975583,0.2631578947368421,616.9481339626534,0.20558035651414971,0.2343691256254959,0.8496548289137072,0.22835331865379194
51,51,True,0.4439942967219159,60986.223397310365,213.91666666666666,1644.15961272,2948.64944714,481.5240183651925,119779.25367378895,0.2702702702702703,629.6740122492967,0.19898044023652448,0.2346253552533974,0.9636348894087222,0.3187926652461656
52,52,True,0.5357594718871718,60113.53434836157,213.91666666666666,1811.83145201,2423.32644897,457.697427243992,260765.49954317426,0.4418604651162791,613.5127133665329,0.20739926616494264,0.32462986564061086,0.9632940203235051,0.2686262219138412
53,53,True,0.8578083282400626,33618.79386134709,153.08333333333334,2327.70259382,2409.19913637,296.6632613693807,261774.44210124353,0.603448275862069,450.20156775926847,0.31525829429959185,0.4593532850808304,0.9526872236718058,0.25280885257150854
54,54,True,0.7464289871732618,37619.885830375155,153.08333333333334,2049.59368767,2027.55911324,110.7686725076672,261774.44210124353,0.7884615384615384,158.43234029582754,0.6661524238488831,0.7273069811552108,0.882520672630168,0.25758336561066486
55,55,True,0.551567157085636,40552.42368487314,153.08333333333334,2253.51310867,2538.14331322,427.8820356932802,259267.99629910436,0.4918032786885246,581.5324110098636,0.22512291294488548,0.35846309581670505,0.9613771533442884,0.263370963810119
56,56,True,0.4386850926704472,56012.49964405987,213.91666666666666,1829.7317165,2788.42870343,43.34043552850555,295103.73624930135,0.784037558685446,145.18590623204804,0.6891670707329559,0.7366023147092009,0.9682606370651592,0.3685716569070112
57,57,True,0.5357594718871718,60113.53434836157,213.91666666666666,1803.19482929,2453.49788948,457.697427243992,260765.49954317426,0.4418604651162791,613.5127133665329,0.20739926616494264,0.32462986564061086,0.9632940203235051,0.2686262219138412
58,58,True,0.5862890788425565,65638.35103898065,244.33333333333331,1634.04169725,2403.11298645,498.5946836592276,260765.49954317426,0.39849624060150374,653.3824317737183,0.18724458629394913,0.29287041344772646,0.9668856872214219,0.2909408748445037
59,59,True,0.7243436077310834,63764.550418292776,244.33333333333331,1703.45524068,2262.31334044,93.8498290538346,258274.89196575913,0.8130841121495327,143.99491686331928,0.6912748789489975,0.7521794955492651,0.9617192089298022,0.27391178328538024
60,60,True,0.5608990074448996,54495.57786891487,213.91666666666666,2011.8216247,2950.46369633,98.40481159193627,202111.96260690587,0.8181818181818182,116.9045194450012,0.7409996114359628,0.7795907148088905,0.9355642168910541,0.2955096921194196
61,61,True,0.40884354092134556,62521.67455652925,213.91666666666666,1644.15961272,2948.64944714,27.00565401710992,187118.9170473808,0.8677685950413223,65.1750535912282,0.846101862287518,0.8569352286644202,0.9361244250311062,0.28699330723454813
62,62,True,0.48257548818388163,63690.13360345909,244.33333333333331,1811.83145201,2423.32644897,108.943847831361,207221.45599030348,0.8222222222222222,126.11293171088947,0.7237085726707292,0.7729653974464756,0.9426208141552034,0.2986161880473823
63,63,True,0.4785344292249274,40293.16291997279,153.08333333333334,2327.70259382,2409.19913637,101.91161461486938,199626.77446966787,0.8048780487804879,119.28371055430667,0.7364929112153445,0.7706854799979161,0.9395808128952032,0.2795294995827645
64,64,True,0.6372339849874507,51098.15707010371,213.91666666666666,2049.59368767,2027.55911324,122.42761126477974,206674.34218853983,0.7985611510791367,140.089257261219,0.6982324395196975,0.748396795299417,0.9553266618316656,0.29414182035267056
65,65,True,0.6178538595363354,45208.72239717703,183.5,2253.51310867,2538.14331322,103.50706130188765,200924.26584532048,0.7862595419847328,124.2068855875166,0.7272542091844081,0.7567568755845704,0.9387526416881604,0.2891431726975393
66,66,True,0.5218671843875095,57209.46845550084,213.91666666666666,1829.7317165,2788.42870343,48.3938629738833,192562.58310999125,0.8548387096774194,80.0814802451907,0.8143727216011711,0.8346057156392952,0.939139983784996,0.29307182247179453
67,67,True,0.48257548818388163,63690.13360345909,244.33333333333331,1803.19482929,2453.49788948,108.943847831361,207221.45599030348,0.8222222222222222,126.11293171088947,0.7237085726707292,0.7729653974464756,0.9426208141552034,0.2986161880473823
68,68,True,0.4058668317756698,68199.44733570851,244.33333333333331,1634.04169725,2403.11298645,57.347589748703996,199042.89761445532,0.873015873015873,82.72375921694473,0.8088739342952191,0.8409449036555461,0.9432096963024239,0.2962477909071177
69,69,True,0.563404324235556,77233.4024978898,305.1666666666667,1703.45524068,2262.31334044,113.3243452509764,206620.86618870505,0.8028169014084507,129.5273861003919,0.7174001514162084,0.7601085264123295,0.9493035663258916,0.3046550325733707
70,70,True,0.5206673920900046,54128.21576835692,213.91666666666666,2011.8216247,2950.46369633,276.12414748091294,235078.7570156535,0.5323383084577115,453.44550353413445,0.31264691937348416,0.4224926139155978,0.9596186609046652,0.3621190666103722
71,71,True,0.43066505110016073,60986.223397310365,213.91666666666666,1644.15961272,2948.64944714,481.0043710290775,178727.2773562911,0.2823529411764706,629.5658909194291,0.1990356120629445,0.24069427661970755,0.9588405627101405,0.33079313711999164
72,72,True,0.7917173660138122,60113.53434836157,244.33333333333331,1811.83145201,2423.32644897,443.8421828964025,272711.11379370594,0.46875,601.2232654294218,0.2140387690709156,0.3413943845354578,0.9600755745188935,0.2896029403640942
73,73,True,0.8147522197999377,33618.79386134709,153.08333333333334,2327.70259382,2409.19913637,310.486792557237,266355.60498537665,0.6036036036036037,458.6175489226021,0.3085280755492639,0.45606583957643376,0.9498909064727267,0.26297751229154487
74,74,True,0.7154176450027931,37619.885830375155,153.08333333333334,2049.59368767,2027.55911324,129.30169192397346,266355.60498537665,0.8163265306122449,178.06308060391774,0.6334513982699311,0.7248889644410881,0.8863923730980932,0.2678845529185538
75,75,True,0.8506135459996862,40552.42368487314,183.5,2253.51310867,2538.14331322,427.05648063730496,268576.52402731037,0.5,582.6126500514731,0.22450022044210372,0.36225011022105186,0.9578540244635061,0.2869847906652096
76,76,True,0.4170277849305216,56012.49964405987,213.91666666666666,1829.7317165,2788.42870343,97.11969643218366,307302.486648634,0.7828054298642534,212.3935983242833,0.5800743638868795,0.6814398968755664,0.9643123315780829,0.3865865743166973
77,77,True,0.7917173660138122,60113.53434836157,244.33333333333331,1803.19482929,2453.49788948,443.8421828964025,272711.11379370594,0.46875,601.2232654294218,0.2140387690709156,0.3413943845354578,0.9600755745188935,0.2896029403640942
78,78,True,0.5721608898784116,65638.35103898065,244.33333333333331,1634.04169725,2403.11298645,485.3459420691461,276786.61589780106,0.4263565891472868,643.5138338433961,0.19204309646372678,0.3091998428055068,0.9637495809373953,0.304789974088465
79,79,True,0.7099618969550259,63764.550418292776,244.33333333333331,1703.45524068,2262.31334044,101.06417973063732,272711.11379370594,0.8076923076923077,145.20253646456968,0.6891376841578841,0.7484149959250959,0.9594770053692513,0.285927205714968
