,0,1,2,3,4,5,6,7
0,0.3467621563929224,0.2695691337856788,0.3090197128869731,0.5241081603572375,0.050905036399688304,0.5241081603572375,0.5241081603572375,0.5241081603572375
1,0.4099410024382437,0.2970103818630977,0.053824983239981875,0.4541715451154861,0.053824983239981875,0.4541715451154861,0.4541715451154861,0.4541715451154861
2,0.6861992586181582,0.49473822028799175,0.05585869985936749,0.123578697946304,0.05585869985936749,0.123578697946304,0.123578697946304,0.123578697946304
3,0.7082061111016558,0.5414941945677383,0.05920317127720594,0.12957762492085437,0.05920317127720594,0.12957762492085437,0.12957762492085437,0.12957762492085437
4,0.29214459058936415,0.502924444705865,0.05554780196216066,0.13045966892249367,0.05554780196216066,0.05554780196216066,0.13045966892249367,0.05554780196216066
5,0.6584438940650905,0.5279430796383853,0.04857560287085248,0.12401499032017466,0.04857560287085248,0.12401499032017466,0.12401499032017466,0.12401499032017466
6,0.5824222790334237,0.35650097126659464,0.05754421303102247,0.3379328937741668,0.05754421303102247,0.3379328937741668,0.3379328937741668,0.3379328937741668
7,0.6861992586181582,0.49473822028799175,0.05585869985936749,0.123578697946304,0.05585869985936749,0.123578697946304,0.123578697946304,0.123578697946304
8,0.6592205486720489,0.5032651527734342,0.052900537473289,0.1257088232266564,0.052900537473289,0.1257088232266564,0.1257088232266564,0.1257088232266564
9,0.6638001656134482,0.5159406121837067,0.05384784569285879,0.1283605789025838,0.05384784569285879,0.1283605789025838,0.1283605789025838,0.1283605789025838
10,0.3844562612769177,0.29177660360072377,0.28798277470695444,0.47161616450908606,0.05235797090973229,0.47161616450908606,0.47161616450908606,0.47161616450908606
11,0.4313875550147514,0.32061314165899346,0.05659298018842273,0.32960996315931246,0.05659298018842273,0.32960996315931246,0.32960996315931246,0.32960996315931246
12,0.24874286778861115,0.2492901698883136,0.04022157623531967,0.05548987124203182,0.04022157623531967,0.05548987124203182,0.05548987124203182,0.05548987124203182
13,0.2601070800357944,0.2605507787448645,0.04370734042742044,0.05746671525127141,0.04370734042742044,0.044641764782466,0.05746671525127141,0.044641764782466
14,0.15756542145339608,0.24585019978763856,0.05320954738276439,0.0728701872133423,0.05320954738276439,0.05320954738276439,0.0728701872133423,0.05320954738276439
15,0.2639656183608707,0.267669198769771,0.03870284000396243,0.057383997772099994,0.03870284000396243,0.05665375692180477,0.057383997772099994,0.05665375692180477
16,0.3836397817997449,0.30545761927762316,0.04976238841872405,0.14721903569481082,0.04976238841872405,0.14721903569481082,0.14721903569481082,0.14721903569481082
17,0.24874286778861115,0.2492901698883136,0.04022157623531967,0.05548987124203182,0.04022157623531967,0.05548987124203182,0.05548987124203182,0.05548987124203182
18,0.25285546673543513,0.2372105042123661,0.04079652952979864,0.05979380345082631,0.04079652952979864,0.05979380345082631,0.05979380345082631,0.05979380345082631
19,0.25360376791291184,0.2525993836768808,0.0410822973403551,0.059981738886287474,0.0410822973403551,0.0450374899240616,0.059981738886287474,0.0450374899240616
20,0.0539818832118432,0.07556589132805278,0.11838677410044837,0.033727319553556755,0.32842675651764924,0.03895959940502216,0.033727319553556755,0.03895959940502216
21,0.07237362650924828,0.10882885834308832,0.7887453778782267,0.04964261068563039,0.7887453778782267,0.059632383588540006,0.04964261068563039,0.059632383588540006
22,0.07301023798091519,0.09382908812772557,0.8039946251874165,0.0491261860266504,0.8039946251874165,0.0699595405180002,0.0491261860266504,0.0699595405180002
23,0.07260255477164433,0.09126024137426532,0.8161042280514552,0.048712198169647274,0.8161042280514552,0.17534935498710424,0.048712198169647274,0.17534935498710424
24,0.1683419561201611,0.1303222513532475,0.7984957595987962,0.050520962300294694,0.7984957595987962,0.7984957595987962,0.050520962300294694,0.7984957595987962
25,0.0723427071323728,0.09139067917615672,0.7481592246333777,0.047877165931066716,0.7481592246333777,0.0813474423710677,0.047877165931066716,0.0813474423710677
26,0.07175186542494695,0.1077294196009667,0.7722396746092022,0.04947646866818694,0.7722396746092022,0.04947646866818694,0.04947646866818694,0.04947646866818694
27,0.07301023798091519,0.09382908812772557,0.8039946251874165,0.0491261860266504,0.8039946251874165,0.0699595405180002,0.0491261860266504,0.0699595405180002
28,0.07294344391229803,0.09332798695208329,0.7879742502817875,0.04850990063183167,0.7879742502817875,0.06615510265839777,0.04850990063183167,0.06615510265839777
29,0.07235010775932554,0.09133713975895558,0.8117497232540182,0.04992947587168228,0.8117497232540182,0.10020316390784556,0.04992947587168228,0.10020316390784556
30,0.34977525476276666,0.23639883583321897,0.2895215679192707,0.8477911614463467,0.05246027018316081,0.8477911614463467,0.8477911614463467,0.8477911614463467
31,0.31765993411680576,0.20708819378778573,0.05203980991774988,0.8180030580861908,0.05203980991774988,0.8180030580861908,0.8180030580861908,0.8180030580861908
32,0.337001914780081,0.22201804410200243,0.05160779163473893,0.8275697144765417,0.05160779163473893,0.8275697144765417,0.8275697144765417,0.8275697144765417
33,0.318518687025097,0.21706270890596105,0.05059213377446491,0.7643545388060725,0.05059213377446491,0.4117292866339046,0.7643545388060725,0.4117292866339046
34,0.18816726668038733,0.21625119255010614,0.050729004879280296,0.818114861275009,0.050729004879280296,0.050729004879280296,0.818114861275009,0.050729004879280296
35,0.318518687025097,0.21706270890596105,0.0522435462224425,0.7643545388060725,0.0522435462224425,0.6638170743130862,0.7643545388060725,0.6638170743130862
36,0.30942643253618984,0.19590091897356302,0.05139391335366539,0.7711222262556525,0.05139391335366539,0.7711222262556525,0.7711222262556525,0.7711222262556525
37,0.337001914780081,0.22201804410200243,0.05160779163473893,0.8275697144765417,0.05160779163473893,0.8275697144765417,0.8275697144765417,0.8275697144765417
38,0.33081014271790793,0.21654738237051796,0.05159072495412054,0.8173072302435413,0.05159072495412054,0.8173072302435413,0.8173072302435413,0.8173072302435413
39,0.30638375645509464,0.21019208412204898,0.05170259897598308,0.8313005063426164,0.05170259897598308,0.5551059527199688,0.8313005063426164,0.5551059527199688
40,0.07137014458382739,0.10496118600441535,0.08250015024196365,0.04955470545159588,0.7884446328846122,0.04955470545159588,0.04955470545159588,0.04955470545159588
41,0.07192325451835863,0.10981004939608092,0.8144105715256527,0.05040475380352812,0.8144105715256527,0.05040475380352812,0.05040475380352812,0.05040475380352812
42,0.07167678384532188,0.09079534370343431,0.8183881313261498,0.04937797147917576,0.8183881313261498,0.053458667416944175,0.04937797147917576,0.053458667416944175
43,0.07090087184662465,0.08904994595876749,0.8462041395935237,0.049112360339215996,0.8462041395935237,0.1612798705207658,0.049112360339215996,0.1612798705207658
44,0.17091162899438644,0.12690006057281328,0.8270633540483722,0.049736433598048024,0.8270633540483722,0.8270633540483722,0.049736433598048024,0.8270633540483722
45,0.07062624324281014,0.08769624275871475,0.767959891950976,0.04868061203420297,0.767959891950976,0.0698254518009,0.04868061203420297,0.0698254518009
46,0.0708925314698869,0.10514007521661366,0.7843712068280968,0.048846562832637476,0.7843712068280968,0.048846562832637476,0.048846562832637476,0.048846562832637476
47,0.07167678384532188,0.09079534370343431,0.8183881313261498,0.04937797147917576,0.8183881313261498,0.053458667416944175,0.04937797147917576,0.053458667416944175
48,0.07167678384532188,0.09079534370343431,0.816228184283478,0.04937797147917576,0.816228184283478,0.053458667416944175,0.04937797147917576,0.053458667416944175
49,0.07137014458382739,0.09016331801736814,0.8267389178677784,0.04955470545159588,0.8267389178677784,0.09589150809129901,0.04955470545159588,0.09589150809129901
50,0.2800931744744521,0.1942443604181208,0.3001811518668873,0.7941359350750097,0.051128522958261056,0.7941359350750097,0.7941359350750097,0.7941359350750097
51,0.29900021780181385,0.19367847389431056,0.05135309719810517,0.8039831049834114,0.05135309719810517,0.8039831049834114,0.8039831049834114,0.8039831049834114
52,0.2973325362891919,0.19467436065732904,0.049724359990733276,0.8166978613108469,0.049724359990733276,0.8166978613108469,0.8166978613108469,0.8166978613108469
53,0.21096141263419904,0.20395887185043304,0.2720904064014493,0.26655122523001507,0.2720904064014493,0.6203562597134451,0.26655122523001507,0.6203562597134451
54,0.16728539911843138,0.12550378194990797,0.8215096604299623,0.04955470545159588,0.8215096604299623,0.8215096604299623,0.04955470545159588,0.8215096604299623
55,0.318518687025097,0.21706270890596105,0.0522435462224425,0.7643545388060725,0.0522435462224425,0.6638170743130862,0.7643545388060725,0.6638170743130862
56,0.2800931744744521,0.1942443604181208,0.051128522958261056,0.7941359350750097,0.051128522958261056,0.7941359350750097,0.7941359350750097,0.7941359350750097
57,0.2973325362891919,0.19467436065732904,0.049724359990733276,0.8166978613108469,0.049724359990733276,0.8166978613108469,0.8166978613108469,0.8166978613108469
58,0.2973325362891919,0.19467436065732904,0.05017715916416996,0.8166978613108469,0.05017715916416996,0.8166978613108469,0.8166978613108469,0.8166978613108469
59,0.2423458119165604,0.23142826176073242,0.21906148312768148,0.32535517367810673,0.21906148312768148,0.547626020909016,0.32535517367810673,0.547626020909016
60,0.35168027475841246,0.2179101631949491,0.2974486108966986,0.694602633910937,0.05138282287710449,0.694602633910937,0.694602633910937,0.694602633910937
61,0.3784410071387189,0.22941155806677344,0.05205156660328259,0.7623563604004528,0.05205156660328259,0.7623563604004528,0.7623563604004528,0.7623563604004528
62,0.35168027475841246,0.22848969314835685,0.05094157506392635,0.694602633910937,0.05094157506392635,0.694602633910937,0.694602633910937,0.694602633910937
63,0.3449986535994045,0.2188957683556321,0.0509642450788311,0.656641535614261,0.0509642450788311,0.3713909644240202,0.656641535614261,0.3713909644240202
64,0.17691915271435493,0.21709224727406853,0.05108047463924177,0.733798242910765,0.05108047463924177,0.05108047463924177,0.733798242910765,0.05108047463924177
65,0.3449986535994045,0.2188957683556321,0.051787999900296276,0.656641535614261,0.051787999900296276,0.6090358615586937,0.656641535614261,0.6090358615586937
66,0.3406619580494232,0.20960037840651705,0.0515623942277364,0.6762711645327057,0.0515623942277364,0.6762711645327057,0.6762711645327057,0.6762711645327057
67,0.35168027475841246,0.22848969314835685,0.05094157506392635,0.694602633910937,0.05094157506392635,0.694602633910937,0.694602633910937,0.694602633910937
